id,brand,inbound_text,reply_text,intent,safety_flag,auto_or_escalate,reason,reference_reply
417143,British_Airways,@British_Airways DMd no reply. On hold for 35 min &amp; 15 min arguing w/ condescending rep who wouldn't help. Good seats gone. U put BA in BAD,@214518 Hi Amanda. Is there anything we can help you with? ^Monica,,,,,
121742,British_Airways,"Disappointed to see @British_Airways still using the #budget T1 200 gates at #dublinairport. Boarding from the tarmac, in the rain, does not meet a #premium #airline customers expectations. #oneworld #poorservice #ghetto #changeneeded https://t.co/HyZSgIb07g",@143124 Hi there. It's not allows possible to have an available jetty for all flights. Especially at busy times. ^Linda,,,,,
836560,British_Airways,@British_Airways ? Customer service Sucks 15 Days and counting maybe contra charge is the way forward,"@319127 We understand this must be extremely frustrating. We've escalated this for you, and shall be in touch soon. Many thanks for your ongoing 1/2",,,,,
759937,British_Airways,"@British_Airways I need help adding my AA number to my BA reservation, can’t do it online anymore it seems. Can you pls help?","@301574 we should be able to help. Just DM your booking reference, full name and contact number. ^SR",,,,,
2013280,British_Airways,@British_Airways please call me urgently. We have sent complaint via email and followed process and nothing has been done,"@595309 Hi Romy, can you direct message your case reference, full name, email and telephone number. Then we'll look into this for you. ^Raj",,,,,
727699,British_Airways,"@British_Airways stuck in Mallorca, no information on where we can stay tonight surely this French control strike was foreseeable !?","@294324 Sorry for the late reply, Fraser. I hope you managed to get help and somewhere to stay last night. ^Gill",,,,,
542823,British_Airways,@British_Airways finally managed to get someone to take my complaint seriously. Natalie at BA lounge Heathrow really helpful... the BA exec club line failed me twice. #learnfromyourmistakes,"@246036 We're glad you got through to someone, Vicky. Let us know if you've any further queries. ^Paul",,,,,
1161722,British_Airways,Thank you to @340346 @20996 and @British_Airways for bringing us back to England! We had a great flight! ✈️🌏🇬🇧🇵🇭 #flights #charity,@393315 You're very welcome. Glad to hear you enjoyed your flight. ^Linda,,,,,
2055876,British_Airways,BA delayed once again... Never had a single flight on time out of Dusseldorf back to Heathrow in 3 months of weekly travel @British_Airways https://t.co/738ClCMHS5,@607997 We're so sorry your flight was delayed and that your weekly schedule has been impacted the same way recently. We hope you're home now. ^JL,,,,,
1207384,British_Airways,"@British_Airways Dear British Airways, I am tweeting again as I have not received any response to my complaint submitted on 16 September.","@321107 Please DM your Customer Relations case ref, your full name, email and contact number and we'll take a look. ^Gill",,,,,
369350,British_Airways,"Issues with app and online booking... your systems down @British_Airways ?? I've tried 3 times already, what's going on?? https://t.co/NoGlURQqMu","@203505 We're sorry, Keith, we've been having some issues. Have you tried to book this online? ^Rach",,,,,
2582887,British_Airways,What a great evening to celebrate 17m raised by Flying Start. Very proud of the BA frontline staff @British_Airways https://t.co/reiU4155SX,"@356198 We've very pleased you enjoyed your this evening event Will. £17,000,000 is a huge achievement. ^Oliver",,,,,
1624307,British_Airways,"Hey @British_Airways I cannot access my boarding pass because your #android app insists, it needs to check if I am not a robot. #wtf https://t.co/JF94NdYNM7",@153716 I'm sorry that you're having these issues. Have you ticked the box and see if it lets you access your boarding pass? Thanks. ^Raj,,,,,
1661643,British_Airways,Oh no... you know your chances of an #upgrade are slim when they ask if you’d like to fly tomorrow.. ☹️ @British_Airways #newark,"@141131 Sorry for the late reply, Adam. Did you manage to get on the flight? ^Gill",,,,,
1886256,British_Airways,@British_Airways how to claim back my airport taxes for missed flight?,"@562584 Please DM your booking ref, full name, email and contact number, Siong. If you have a travel agency booking, please contact them. ^Cec",,,,,
2679160,British_Airways,"At Ben gurion airport, in the @British_Airways lounge. Why bother? No cold wine, or beer. Throw pkt nuts at us at check in &amp; be done with it","@753870 We're sorry to hear you feel this way, Peter. Have you spoken to a staff member in the lounge about this yet? ^Cody",,,,,
972266,British_Airways,New Safety announcement video on @British_Airways is brilliant. Well done BA.,@350629 Glad you enjoyed it. We hope the rest of the flight was enjoyable too. ^Anthony,,,,,
738147,British_Airways,"@British_Airways Hi, I found this in the street near Victoria station. Not really sure what to do with it. Any ideas? Thanks https://t.co/bLh8fsNtcK","@296543 Hi, Can you follow us and send a Direct Message. We'll then send you an address to send it to. Many thanks! ^Danny",,,,,
2817292,British_Airways,@British_Airways Terrible customer service experience when I called in.  Your agent hung up on me when I asked for her supervisor.  Not satisfied.,"@576903 That's disappointing to hear, Jason! If there's anything we can help with, please DM the details with your reference, email and contact number, and we'll be happy to take a look. ^Beth S.",,,,,
351424,British_Airways,@British_Airways very dissappinting as a BA Exec member traveling in Club getting shocking service with the customer service call centre.,@199600 We're really sorry to hear this. Is there anything we can help with? ^Jane,,,,,
2584035,British_Airways,"@British_Airways new website implementation not going very well. This page is not available.
Sorry we can't show you this page at the moment.
Please try the following actions:
Restart your browser and try again
Try using a different browser
Our reference: S000678328","@269039 Sorry about this, Michiel. We're currently experiencing some problems with our website. Our ICT team are working to resolve this as quickly as possible. Feel free to get in touch if we can assist you with anything. ^DaniH",,,,,
1973308,British_Airways,@British_Airways we have business class tickets from Nairobi to London. How early can we check in at Nairobi airport prior to departure?,@584414 You can check-in online and arrive at the airport to drop your bags off 2 hours prior to departure. ^Sophie,,,,,
1898403,British_Airways,Finally homeward bound with @British_Airways 48 hours later after #ryanair cancelled our #pisa #stansted flight #FR589,@565788 Hi. Thanks for your Tweet and I'm pleased to hear we were able to help get you home. I hope you have a great flight. ^Kev,,,,,
1881240,British_Airways,@British_Airways yet AGAIN! BA have managed to cheese me https://t.co/gM8BqBDc8S not alllwing me to pay for seat change &amp; CS no help https://t.co/0xnu7Xpz2A,@453913 ...member of staff at GLA however. They'll be in the best position to help. 2/2 ^Lolly,,,,,
490066,British_Airways,Thanks @British_Airways for the welcome champagne with a deathly glass shard in it - I feel very welcome https://t.co/sAa1Ei95Rm,@231733 We're very disappointed to see this Murray. We hope the crew were able to offer you a replacement. ^Kit,,,,,
2960320,British_Airways,"Traveling with @British_Airways to Antigua on Saturday and I’m already a little put out with their customer services team.
Just hope it all goes well, losing confidence.",@817024 Hi Hassan.  We're concerned to hear this.  Can you tell us specifically what you're unhappy with?  We do hope you enjoy your time flying with us on Saturday and we look forward to welcoming you on board. ^Neil,,,,,
531454,British_Airways,.@British_Airways I quote one of your BA0441 flight attendants while I try to find overhead locker space: ‘you will have to find a space as you have an overwing exit seat’. Good customer service would be: ‘let me help you find space’. #basics,@243123 This is disappointing to hear. Can you let us know which date you travelled so we can feed this back? ^Teresa,,,,,
1276656,British_Airways,@British_Airways customer service is an absolute joke. Send in a valid complaint for refund and it gets lost in a black hole. Shocking,@193345 This is disappointing to hear. Can you let us know some more info so we can have a look at this for you? Feel free to send us a DM 1/2,,,,,
2103922,British_Airways,"Terrible customer service @British_Airways. DOWNGRADED from Club to Eco due to 'technical issue', no apology, no refund, falsified notes!","@621164 This doesn't sound right, Abhi. Can you DM us your booking reference, email address and full name, so we can look into this? Thanks. ^Fiona",,,,,
1608581,British_Airways,Wonder if I owed @British_Airways £ they would wait up to 12 weeks for it ?,"@493951 name, address and telephone number. We'll see if we can get an update for you.^Jo 2/2",,,,,
2250576,British_Airways,I keep trying at @British_Airways but every flight is a mess - nearly 180 flights this year and the 6 on them have all been shit.,"@208650 Sorry to hear that, Rory. Is there anything we can do to help? ^Anthony",,,,,
662413,British_Airways,"@British_Airways @121309 It's time to revisit your seating policies.  In it's current form, my 2, 7, and 8 year olds could end up sitting next strangers. https://t.co/fTYbjaedfo","@277829 Hi Stacey, our seating policy will make sure each child under 12 is seated with an adult from your booking. ^Helen",,,,,
1783110,British_Airways,@British_Airways Thanks for a great flight BA207. Great Crew! https://t.co/jsS7dVuBUB,@535739 Hi Vincent.  Sorry for the late reply.  We're glad you enjoyed the flight and the crew made extra special.  We hope you enjoy Miami. ^N,,,,,
74289,British_Airways,"@British_Airways 
Dont prebook seats with BA. We did then paid extra on top for extra leg room seats.Unfortunately our flight was cancelled after sitting in plane for 4 hrs! We are claiming compensation (still fighting for it) &amp; money back for seats but BA not refunding a penny!","@132630 Hi Carla, we can certainly look into this for you and check to see if you have been advised correctly. We understand this must have been a frustrating experience and we'll do all we can to help. Please DM your full",,,,,
1849016,British_Airways,I’m the 1st to complain about poor airline service so have to shout out @British_Airways @AmericanAir for their express service in ORD 👌🏼,"@402456 Thanks for the fab feedback, Zarah. We'll make sure this is passed to our Customer Experience team for you. ^Lisa",,,,,
1840048,British_Airways,@British_Airways We flew Club World on BA286 (SFO-LHR). It's now more than 24 hours waiting for our missing stroller - best recourse?,"@551451 Hi Chandru, sorry to hear this.  Could you please send us your baggage reference, telephone number and email and postal addresses ^Jools",,,,,
2387290,British_Airways,@British_Airways Hi! I just booked our family's second vacation to London but now I learn that my 11 year old daughter is just a few months too old to be guaranteed a seat with the rest of the family. Can you help seat all 5 of us together?  We would REALLY appreciate it. Thanks!,"@687934 Hi Amar, we always try to accommodate for families, however, we're never able to guarantee specific seating. It's more likely you'd be able to sit beside each if you paid for seating. ^Chris",,,,,
2412066,British_Airways,@British_Airways I am unable to check in and it shows error - access to this booking has now been prohibited. Can you help?,@693432 Hi Arul. If you can't check in online then you will have to complete this at the airport. We're sorry for any inconvenience caused. ^Beth,,,,,
284160,British_Airways,"So despite being a @British_Airways Silver Executive Club member, @148992 want to charge me £14.99 each way to pre-book a seat. Appalling","@183679 Because they're not part of oneworld, we're afraid not all benefits are available. Let us know if you need help with anything else. ^SR",,,,,
1059638,British_Airways,"@British_Airways is laptop ban still in place on flights from Ataturk Airport, Istanbul to London flights? Or are laptops now ok in cabin?","@370194 Hi Marcus, you will need to place your laptop in your checked luggage. ^Anthony",,,,,
1847914,British_Airways,@British_Airways to wait until 10.30 it’s now 11 and still no sign!! Someone not doing there job properly,"@553396 Sorry to hear you're without your suitcase, Symone. Did you receive a baggage ref? If so please check the following link for any update: 1/2",,,,,
1010704,British_Airways,@British_Airways please help me get my flight worked out ! I was not able fly because I was sick. I have been with American Airlines.,@359168 If your ticket was booked with American Airlines or an agent only they will be able to assist you. If you booked directly with 1/2,,,,,
1062877,British_Airways,@British_Airways Hi do you have a call center?! I need to ask something about a flight but by the website I can not find the solution! 😅,"@370982 Hi Kennet, we do have a contact centre but we can also help! You're welcome to drop us a DM. ^Anthony",,,,,
2885141,British_Airways,@British_Airways flight BA6241 is delayed indefinitely with no explanation. Khaniyinabise ngoba ndifuna uhamba,@800270 We're sorry your flight from Johannesburg to Port Elizabeth was delayed.Our records show that flight BA6241 departed at 12:40 local time. ^Steph,,,,,
2938483,British_Airways,"@British_Airways Hi there, I've got a baggage claim case and I cannot get a reply after sending a couple of emails. If I give you the ref can you follow it up please?","@812221 Hi Steven, if you can DM us your full name, booking reference, Customer Relations case reference, World Tracer reference, email address and home address (inc postcode) we can look into this for you. ^Cody",,,,,
1112675,British_Airways,WATCH @British_Airways new @117823 safety video https://t.co/iSVz86Pzlk very amusing! Made me watch something easy to abitually ignore.,"@382597 Glad you enjoyed it, Nick. We hope the rest of the flight was enjoyable too. ^Anthony",,,,,
2063756,British_Airways,"@British_Airways hi, 2 days ago I looked up flights from LHR T5 to Montpellier for June 2018, but today they don't exist! Can you help?","@610346 Hi Debs, you can find on the contact details for our Sales team on https://t.co/qpzylF1B45. They will be able to assist you further. ^L",,,,,
1903973,British_Airways,"@British_Airways hello! Have a film crew arriving at LGW Fri Am, do you offer a porter service? Thanks! Em","@333221 Hi Em, you will need to contact London Gatwick to ask about a porter service. As if there is one it's run by the airport. ^Ashleigh",,,,,
1886544,British_Airways,Using my #BritishAirways @135993 card to book @British_Airways flights incurred a £27 fee!! #WTF #BritishAirwaysFail #AmericanExpressFail,"@562675 The charge is imposed by the card provider, Scott. We're sorry you're disappointed. ^Steph",,,,,
867579,British_Airways,@British_Airways when does your bag drop open at Orlando airport ? Is it possible to change onto your earlier flight ?,"@326009 Hi Harriet. The Fast Bag Drop desk will open, approximately, 3 hours prior to your departure. Our airport staff can check the rules 1/2",,,,,
2197576,British_Airways,Much better today @British_Airways. Plus  an all female crew. Well done! Everyone was very pleased :),@509998 We're sorry for the late reply. Thanks for taking the time to send your feedback. We're happy you had a pleasant flight. ^Julie,,,,,
2739147,British_Airways,@British_Airways I've been trying to call but keep being told to call later...I need some info about taking a travel cot with us for an upcoming trip. Travelling with a child under 2yr. Please can you help? Thank you,"@266062 We’re happy to assist Ramo, what information about the travel cot do you require? ^Kieran",,,,,
753808,British_Airways,Since when US Postal Service not provide trackn numbers lies n lies  AND u wanna talk over me when I prove it @British_Airways,@300164 Hi Marcia. We're sorry you still haven't received your cheque. It was sent by standard postal service. 1/2,,,,,
613600,British_Airways,Of course @British_Airways app would crash when I'm sick in my hotel room &amp; need my boarding pass for tomorrow 🤦🏼‍♀️,"@265914 We're sorry to hear that, Christy. Is there anything we can help you with? We're following you if you prefer to DM us your details. ^Linda",,,,,
2272171,British_Airways,Very challenging low ceiling at LCY this AM!  Thanks to such a capable @British_Airways crew we didn't divert. #avgeek https://t.co/rPCRuCykZf,"@660997 Thanks for sharing those cool pics, Chris. We hope you had a great flight. ^Cody",,,,,
2612154,British_Airways,"Thank you @British_Airways and thank you Barbara for the call. and well done for not calling me Mr Wallace 😂🙈

Hope you all have a great day.",@120116 Thanks for your feedback Mr Walla... oh. We'll have a great day if you promise you will too!! ^Fiona,,,,,
2838995,British_Airways,Really passed with @British_Airways! My original flight at 12:40 has been cancelled due to plane issues. They want me to get on a 16:00 flight which means I’ll miss the event I was flying to Cape Town for. Zero compensation and shitty attitude in return.,"@790087 We're very sorry to hear that, and even more disappointing you're missing the event you were travelling for. We hope you were able to get rebooked onto something earlier.^Linda W",,,,,
815620,British_Airways,@British_Airways hi i am flying MCR&gt;LHR on BA and then LHR&gt;Delhi on Virgin @VirginAtlantic- my baggage allowance (1/2),"@314218 Hi, Sapna. If your flights are on the same booking, it will be the airline operating your longest flight who's baggage allowance will 1/3",,,,,
2768876,British_Airways,@British_Airways Hi I´m trying to check in but I get an error message saying that I have to try again in 24 hours. My flight departs TODAY. So I truly need help here. Thanks.,"@774177 Hi there, this usually means you've attempted to sign in with the wrong details too many times. Your booking will be blocked and you'll have to check in at the airport. ^Chris",,,,,
2382358,British_Airways,"Really disappointed with @British_Airways . Flights booked 10 months ago, and they can’t even allocate 2 seats next to each other. Tried to change as soon as check in opened. Has every passenger on the plane paid an additional fee to reserve their seat? I doubt it! Really poor.","@686807 We're very sorry to hear you're unable to allocate 2 seats together, Alex. A lot of our passengers chose to pre-assign their seats, as this can be done from the time of booking. ^Jane",,,,,
969743,British_Airways,@British_Airways FYI sometimes men change nappys and women flush wrong stuff #gendersteteotypes https://t.co/IMGg1ITHps,@350152 Hi JY. It's a visual aid offering some instruction. Has nothing at all to do with gender stereotypes. ^Anthony.,,,,,
1568976,British_Airways,After nightmare check in where she was checked in as someone else the female is v grateful for business class upgrade. Tyvm @British_Airways,@352168 Hi. Apologies for the check-in issues and I hope you have a wonderful flight! ^Kev,,,,,
1599479,British_Airways,@British_Airways never flying biz from JFK until you sort out your tsa lines https://t.co/nkHbamyzXR,"@491169 We appreciate the queues can cause a great deal of frustration, and we'll certainly feedback your concerns. ^Kelly",,,,,
2089615,British_Airways,@British_Airways Hi! Is there a contact in HR I can speak to regarding your whistle blower policy for some research?,"@617691 Hi Chris, can you please DM us with more information on what you need and we can see if we can point you in the right direction. ^Natalie",,,,,
1969854,British_Airways,@british_airways. Worst than budget service. Get your act together BA,"@583542 We're really sorry you're unhappy with our service, John. Can you let us know your flight number? We’d like to pass your feedback on. 1/2",,,,,
2900750,British_Airways,"@British_Airways Hello BA! Can you pls check my booking, i rebooked my flight today from jo`burg to oslo for tomorrow, i have a quistion about it, can you contact me on my personal inbox? Thank you","@265382 Hi Asgeir, we can certainly help you. Please DM us your booking reference, full name, address and telephone number. We'll arrange for a member of the team to give you a call.^Jo",,,,,
1548958,British_Airways,Get on board @British_Airways 747 at JFK and the seats are dirty. The aircraft has been sat on the ground for over six hours and still they can’t even get the basics right.,"@479489 This is disappointing to hear, John. Can you please provide us with your flight number and we can make sure this is fed back? Thanks. ^Natalie",,,,,
702203,British_Airways,@British_Airways perhaps you should change the name of your executive club to “elite “club” #downgrade #notfornormaltravelers #unhappy,@287699 Is there something we can help you with this evening? ^Julie,,,,,
2227687,British_Airways,@British_Airways Hi there! I left a navy jacket on a flight from GLA to LHR this morning (BA1477). Who should I contact to get it back?,"@650230 Hi Niall, you will need to contact Lost property at London Heathrow. 1/2",,,,,
2374335,British_Airways,Hoping that @British_Airways get rose wine for our flight next Sunday from Seattle to London Heathrow ❤️,"@624116 We currently offer red and white wine, Ryan. We have spirits and mixers too! ^AlexL",,,,,
1353977,British_Airways,@British_Airways Charlotte Massey on the BA275 to Vegas y'day was excellent. Perfect customer service in first &amp; made us feel so special.,"@400036 Thanks for your lovely message, Kirsty. We'll be sure to pass your kind words onto Charlotte's Line Manager. ^DaniH",,,,,
349709,British_Airways,"@British_Airways hi I am flying on flight BA0214, is the meal at the beginning or end of the flight? Just trying to plan for my kids. Thanks","@199212 Hi Tim, the crew will normally service drinks followed by the meal service, within 90 mins of take off. ^Linda",,,,,
1849907,British_Airways,@British_Airways  why can i not check in at malaga for flight to lcy when you cancelled my granada departure,"@553845 Hi there, we're sorry you're experiencing problems online. Is there an error message showing? Depending on the message 1/2",,,,,
2233876,British_Airways,"Our @British_Airways flight (BA2625) to #LGW went “Technical” during pre-flight check and we were delayed, onboard, by 3 hours. Captain kept us informed and even walked the length of the plane twice, answering questions - brilliant PR. I even caught the last train! https://t.co/hwq6fzIdGt","@651633 We're sorry your flight was delayed, Keith, although we're pleased to hear you were kept up to date. We'll be sure to feed this back! ^David",,,,,
467244,British_Airways,@British_Airways BA036.. take me home! Had a great time but looking forward to being back in 🇬🇧,"@226214 Have a great flight, Miles! ^Beth S.",,,,,
610724,British_Airways,"@British_Airways I am flying from Seville to Gatwick tomorrow, my friend was meant to be flying today but can’t could I swap my flight to his reservation?","@265211 Hi, if you want to change your flight we would have to calculate the costs to change based on the type of ticket you have. It's not possible to swap your flights with your friend. ^Lynn",,,,,
1204590,British_Airways,@British_Airways disappointed in BA. No response to email of 11/10 to Customer Support following a bereavement and emergency flight home.,"@402962 Hi Rhiannon, we're sorry you've had no response. Have you got a reference we can use to track this?  Please DM us this.",,,,,
2651550,British_Airways,@British_Airways Flying from YYZ-LHR (AC) (arrives T2) + LHR-GLA (BA) (departs T5) - would I need to collect baggage at LHR + recheck them?,"@747833 Hi Rhianan, if your flights are on the same ticket your bags will be through checked. If your flights are on separate tickets, you'll need to reclaim your bags and re-check them in. ^Linds",,,,,
535901,British_Airways,"@British_Airways. Hi, can l take 2 laptops, one smartphone, one ipaid with me on boarding?","@244154 Hi Yining, you can find information on our baggage policy on this link https://t.co/6jdkLEf69T. ^Tom",,,,,
2152811,British_Airways,@British_Airways @121309 changing APIs and name in my reservation sounds a wee bit of a data breach right? 50 mins trying to solve your IT issues and making me believe names can be magically modified on reservations? #horriblecustomerservice,"@588706 Is there something we can help with, Alex? I'm sorry you were unhappy with the service today. ^Hel",,,,,
741720,British_Airways,@British_Airways are you ever going to respond to my email regarding compensation I'm entitled to for your delays?Appalling customer service,"@297386 We’re sorry about this Jenny, our team will be in touch as soon as possible. ^Kieran",,,,,
1186057,British_Airways,@British_Airways please thank your team for great flight experiences to and from NYC. Just got back on BA114 today. Smiley happy crew 😊,"@398890 Thanks for your lovely feedback, Louise. We'll be more than happy to do just that. ^Lolly",,,,,
1180187,British_Airways,"@British_Airways Firstly, you bumped me off an overbooked flight and then gave me a compensation card which doesn't work. Very poor service!","@397552 We're so sorry to hear that, Bhupen. Please provide us with further info as to why the compensation card isn't working. Linda",,,,,
2070168,British_Airways,"BA8714 @British_Airways flight already late, but @36219 arrival procedures a complete shambles. No stand guidance. No steps. 💩","@222797 This is concerning to hear, Daryn. We'll make sure this is fed back and addressed internally. Sorry for the inconvenience caused. ^Rach",,,,,
1382305,British_Airways,Pilot on @British_Airways flight 2 Marrakesh warned us 4 or 5 planes have had to turn back today mid air due to a 'funny smokey ashy smell',"@386086 We'll certainly feed this back, Charlotte. Please accept our apologies for any concern caused. ^David",,,,,
2569324,British_Airways,Well done @British_Airways. First time I have ever watched an entire safety video. #RobBrydon 🛫,"@728722 Hi Joe. Thanks for the great feedback, we're pleased you enjoyed it! ^Beth",,,,,
2837354,British_Airways,"@British_Airways flying back to Miami tomorrow, the app is offering a great upgrade to business but I have been told it no longer exists?! False advertising?!","@789698 We appreciate your frustration, Lisa. However, our booking system is live and the availability for that promotion may have gone. The advert will have stated it was subject to availability. ^AlexL",,,,,
705322,British_Airways,Looking forward to receiving my luggage @British_Airways lost at T5. Been wearing the same clothes for 38 hours now........,"@288605 Oh we're sorry about this, Jimmy. Are you back home or in destination? ^AlexL",,,,,
2189853,British_Airways,@British_Airways boy your app has frustrated me for 30mins straight! #mademyheadhurt,@641090 We're sorry to hear this Andy. We're not aware of any problems on our system today. Do you require any assistance? ^Kit,,,,,
1879958,British_Airways,Way to go @british_airways. My sisters 1st holiday in many years and you spoil it from the get go. She’s in tears at LHR!  Great job!,"@561095 Hi Andi, we're sorry to hear of the issues your sister has experienced. Please ask her to contact us directly and we'll do our best to help.",,,,,
29680,British_Airways,"@British_Airways hi I seemed to have been added to your spam list and thus am unable to email your support staff regarding an issue,pls help","@122520 Hi Matt, we're following you now if you would like to DM us further information? Thanks. ^Jane",,,,,
994710,British_Airways,"@British_Airways 
Can I buy flight ticket to Nigeria direct from British airways.If yes where can I go to buy the ticket?","@355620 Hi there, you should be able to purchase tickets on our website or at a British Airways ticket desk. ^P",,,,,
2785977,British_Airways,@British_Airways ur quick 2 take our money but leave us &amp; a 9 month old baby stranded in Sydney for our return leg back to the UK. Thanks!,"@777830 Hi Jemma, we're concerned to hear this. Could you DM us your booking reference, full name and phone number? ^Chris",,,,,
2075379,British_Airways,"Another day, another set of tech problems on the @British_Airways website. In fairness, they only have problems on days that contain the letter Y. https://t.co/g3eZnvAGTs","@613774 Hi Cristo, I'm sorry for the technical issues that you're having and thanks for taking my call today. If you need anything else we're here 24/7. Thanks. ^Raj",,,,,
2399631,British_Airways,Until next time Sydney✌🏻👋🏻 @British_Airways #sydney #australia #holiday https://t.co/yaSoTzUSpY,"@351977 One my favourite places, Dan. ^Gill",,,,,
2509001,British_Airways,@British_Airways Are you able to help me understand your special meal options for an upcoming flight? Thx Garry,"@157452 Hi Garry, have you had a look on our website? We have a huge section on special meals, you'll need to click on the 'Food' section under the information tab at the top. Please let us know if we can help with anything else. ^Rach",,,,,
329473,British_Airways,Red eyed / no bushy tail as I prepare to swap sunny Madrid for sunny London: usual @132458 crew joining me for bfst @British_Airways 457 https://t.co/vIQ10bOSDO,"@120348 Make sure you get a coffee to help with the no bushy tail, John. We hope you all have a great flight! ^Ashleigh",,,,,
2095924,British_Airways,Excellent service from @British_Airways when I phoned with an enquiry! ✈️✈️,@619199 It's lovely to see your tweet Katie and excellent to hear our telephone service is so helpful. We're always here to help is you wish. ^Oli,,,,,
1354876,British_Airways,"Loving the changes that have been made to Club World @British_Airways. Dessert trolley, crystal glasses, thicker quilts/pillows  👍👏 #luxury",@435951 Hi Kerry.  We're glad you enjoyed the new changes to Club World cabin.  Were you flying anywhere nice? ^N,,,,,
